90,564,0
228,21,1
710,568,0
19,202,1
802,786,0
316,24,1
293,341,0
138,321,1
821,450,0
228,606,1
416,775,0
218,229,1
282,106,0
247,37,1
869,544,0
358,100,1
815,470,0
339,43,1
407,530,0
198,43,1
949,594,0
207,187,1
563,674,0
73,45,1
337,179,0
1030,159,1
590,692,0
198,115,1
125,295,0
1027,61,1
105,610,0
204,24,1
978,38,0
296,30,1
1021,76,0
1023,16,1
277,405,0
330,77,1
850,569,0
218,203,1
45,818,0
588,110,1
776,686,0
36,776,1
171,240,0
349,104,1
639,236,0
370,269,1
865,818,0
305,144,1
91,158,0
323,132,1
864,559,0
260,15,1
588,754,0
966,70,1
2,596,0
314,274,1
182,772,0
15,16,1
985,561,0
306,100,1
231,307,0
228,478,1
1033,829,0
232,273,1
125,682,0
234,19,1
856,126,0
328,70,1
370,467,0
372,73,1
73,850,0
216,84,1
908,406,0
201,645,1
930,678,0
316,458,1
125,230,0
235,282,1
221,79,0
473,257,1
337,691,0
474,234,1
664,209,0
325,377,1
60,428,0
326,31,1
901,841,0
243,16,1
955,754,0
9,48,1
607,245,0
225,44,1
98,430,0
144,31,1
386,100,0
180,200,1
960,456,0
92,30,1
40,593,0
234,352,1
574,708,0
990,78,1
270,658,0
282,90,1
969,123,0
359,90,1
77,322,0
358,110,1
996,165,0
468,24,1
450,492,0
337,103,1
226,272,0
1027,100,1
330,431,0
305,97,1
982,619,0
74,43,1
465,91,0
228,95,1
913,259,0
818,542,1
625,330,0
196,56,1
29,281,0
235,532,1
606,145,0
395,492,1
563,537,0
257,154,1
331,522,0
1032,66,1
486,612,0
380,16,1
486,132,0
72,103,1
568,430,0
515,371,1
1048,169,0
16,355,1
510,428,0
331,45,1
908,80,0
188,21,1
335,679,0
353,151,1
43,531,0
322,187,1
495,598,0
491,72,1
967,640,0
918,16,1
139,709,0
304,342,1
755,109,0
983,89,1
605,579,0
24,78,1
800,678,0
298,89,1
677,717,0
187,120,1
833,107,0
233,96,1
843,549,0
467,260,1
1026,843,0
1032,61,1
114,809,0
982,63,1
875,157,0
71,348,1
600,603,0
695,255,1
334,814,0
183,70,1
639,679,0
358,342,1
562,232,0
173,77,1
809,408,0
449,114,1
760,827,0
462,247,1
360,675,0
307,100,1
918,464,0
316,318,1
462,207,0
36,100,1
443,142,0
235,37,1
930,742,0
604,13,1
801,341,0
173,43,1
215,702,0
247,45,1
629,808,0
306,27,1
442,572,0
375,92,1
65,317,0
460,31,1
516,191,0
364,12,1
763,276,0
971,274,1
669,357,0
223,70,1
979,698,0
1015,90,1
409,295,0
247,366,1
1013,762,0
785,201,1
22,697,0
860,151,1
507,87,0
473,35,1
814,224,0
316,23,1
745,245,0
94,237,1
1018,709,0
371,44,1
182,562,0
14,63,1
446,215,0
218,329,1
377,835,0
446,574,1
344,419,0
1034,19,1
477,242,0
336,742,1
129,808,0
334,97,1
992,744,0
370,197,1
398,277,0
786,48,1
603,617,0
394,204,1
197,491,0
992,43,1
669,197,0
362,100,1
164,831,0
296,268,1
162,94,0
92,612,1
234,616,0
174,111,1
526,129,0
945,103,1
297,330,0
312,16,1
683,182,0
180,219,1
301,731,0
993,90,1
850,398,0
5,298,1
523,71,0
214,258,1
70,712,0
208,445,1
1035,626,0
327,789,1
513,224,0
519,230,1
846,592,0
344,617,1
124,809,0
304,274,1
427,820,0
2,91,1
1025,773,0
272,373,1
706,233,0
16,187,1
270,185,0
929,461,1
58,384,0
697,364,1
400,745,0
202,212,1
147,850,0
304,143,1
963,816,0
215,6,1
786,198,0
456,364,1
694,780,0
269,110,1
319,184,0
790,16,1
372,325,0
483,445,1
566,141,0
94,113,1
320,228,0
208,301,1
431,462,0
356,70,1
938,151,0
302,35,1
705,175,0
127,97,1
952,766,0
283,16,1
795,430,0
309,199,1
586,549,0
709,170,1
798,288,0
1052,142,1
66,64,0
265,6,1
474,336,0
385,43,1
382,424,0
316,20,1
962,453,0
339,276,1
894,594,0
594,19,1
250,825,0
884,173,1
643,98,0
410,342,1
164,75,0
304,283,1
346,343,0
2,116,1
551,60,0
803,835,1
384,673,0
308,103,1
943,735,0
469,19,1
155,90,0
301,69,1
553,136,0
195,607,1
897,216,0
265,151,1
821,552,0
470,36,1
66,158,0
709,257,1
584,689,0
227,245,1
799,782,0
460,140,1
219,373,0
646,245,1
966,708,0
1015,97,1
85,609,0
121,31,1
388,560,0
199,156,1
494,748,0
521,54,1
870,495,0
1052,217,1
210,167,0
239,113,1
705,634,0
519,15,1
525,393,0
283,142,1
619,607,0
7,40,1
525,422,0
571,21,1
281,91,0
447,31,1
205,799,0
383,143,1
114,243,0
487,264,1
81,628,0
519,296,1
158,725,0
1032,277,1
444,283,0
723,353,1
145,771,0
977,16,1
650,370,0
523,257,1
162,233,0
279,110,1
785,299,0
125,31,1
86,424,0
156,269,1
752,124,0
214,31,1
700,607,0
336,172,1
865,570,0
302,353,1
970,357,0
199,640,1
78,672,0
395,184,1
486,66,0
316,289,1
899,550,0
519,77,1
913,625,0
304,170,1
158,276,0
358,153,1
599,817,0
395,56,1
963,386,0
314,158,1
722,574,0
174,242,1
918,482,0
174,136,1
881,449,0
317,97,1
24,10,0
337,550,1
904,789,0
174,87,1
1042,786,0
334,230,1
596,243,0
11,315,1
904,106,0
712,19,1
605,836,0
222,433,1
102,242,0
322,143,1
318,639,0
236,268,1
280,146,0
37,230,1
809,492,0
697,70,1
33,451,0
338,32,1
618,43,0
251,504,1
184,780,0
91,89,1
604,81,0
228,194,1
756,99,0
228,237,1
970,501,0
207,834,1
628,277,0
434,84,1
566,739,0
269,23,1
869,578,0
350,187,1
926,429,0
306,103,1
781,502,0
527,19,1
516,684,0
475,139,1
210,56,0
369,344,1
1007,54,0
721,273,1
581,649,0
218,260,1
331,757,0
353,21,1
2,512,0
274,80,1
1024,211,0
18,21,1
48,210,0
10,159,1
796,291,0
347,205,1
539,167,0
50,240,1
236,29,0
93,60,1
613,695,0
315,457,1
806,115,0
252,203,1
200,392,0
710,283,1
181,400,0
571,756,1
529,725,0
200,373,1
161,371,0
315,43,1
916,581,0
246,45,1
841,527,0
337,35,1
811,471,0
723,8,1
858,799,0
833,406,1
213,563,0
317,4,1
751,357,0
844,39,1
312,782,0
279,77,1
675,7,0
1006,334,1
777,110,0
709,246,1
452,278,0
827,19,1
726,17,0
464,364,1
318,395,0
239,201,1
90,319,0
142,237,1
225,584,0
277,142,1
621,583,0
302,28,1
360,829,0
296,103,1
347,409,0
180,359,1
593,768,0
302,37,1
417,339,0
231,81,1
316,429,0
1042,153,1
419,69,0
302,45,1
872,127,0
783,234,1
718,592,0
306,315,1
286,765,0
336,60,1
403,273,0
369,86,1
120,833,0
317,212,1
433,838,0
369,97,1
851,217,0
750,16,1
447,518,0
180,24,1
912,184,0
231,21,1
731,173,0
279,276,1
14,600,0
245,100,1
388,394,0
314,228,1
399,522,0
667,91,1
63,651,0
235,137,1
226,94,0
467,11,1
546,629,0
321,228,1
882,357,0
207,621,1
637,70,0
751,16,1
95,274,0
173,100,1
298,127,0
1030,58,1
584,580,0
95,221,1
829,181,0
305,771,1
139,679,0
3,53,1
117,620,0
1037,274,1
920,794,0
889,90,1
963,317,0
473,379,1
670,590,0
2,142,1
613,99,0
383,315,1
826,647,0
1,550,1
247,238,0
3,90,1
1022,432,0
1011,38,1
745,110,0
198,838,1
759,575,0
119,19,1
698,478,0
251,51,1
855,290,0
889,31,1
688,107,0
388,274,1
638,540,0
395,89,1
526,185,0
751,277,1
282,675,0
465,67,1
824,448,0
174,467,1
437,534,0
68,152,1
701,638,0
455,16,1
657,80,0
202,638,1
184,776,0
245,68,1
301,817,0
93,237,1
1046,620,0
48,32,1
6,492,0
255,624,1
400,763,0
279,181,1
413,689,0
284,277,1
83,596,0
393,754,1
556,327,0
243,43,1
588,319,0
213,352,1
854,489,0
13,84,1
626,198,0
247,65,1
760,812,0
233,714,1
708,196,0
231,92,1
304,308,0
86,342,1
32,375,0
232,24,1
923,594,0
34,142,1
453,291,0
95,37,1
842,580,0
1034,212,1
790,109,0
303,55,1
234,63,0
257,179,1
754,805,0
571,142,1
71,632,0
304,228,1
162,89,0
37,90,1
972,252,0
2,100,1
369,467,0
475,353,1
531,385,0
339,27,1
918,496,0
199,291,1
438,64,0
990,91,1
867,757,0
310,97,1
129,377,0
709,450,1
1056,637,0
360,115,1
348,206,0
132,16,1
518,531,0
316,82,1
21,454,0
336,51,1
100,504,0
197,89,1
538,635,0
1052,677,1
813,848,0
2,44,1
408,8,0
13,88,1
429,632,0
388,202,1
302,329,0
247,70,1
138,734,0
982,51,1
342,822,0
253,228,1
442,497,0
389,91,1
898,263,0
840,43,1
22,827,0
358,105,1
550,431,0
564,78,1
196,383,0
473,482,1
800,140,0
156,90,1
807,285,0
1035,70,1
1005,697,0
201,21,1
858,430,0
979,143,1
830,285,0
596,104,1
706,508,0
483,575,1
551,597,0
465,96,1
267,314,0
325,153,1
332,438,0
305,16,1
844,489,0
786,39,1
147,753,0
230,526,1
140,704,0
309,19,1
1052,169,0
317,29,1
178,78,0
316,45,1
207,452,0
223,69,1
920,483,0
322,756,1
407,496,0
531,420,1
888,75,0
316,199,1
684,521,0
720,19,1
540,707,0
652,445,1
4,709,0
646,534,1
397,763,0
150,31,1
913,261,0
251,737,1
529,738,0
316,69,1
489,846,0
531,70,1
558,108,0
358,140,1
990,567,0
354,31,1
471,552,0
167,140,1
358,659,0
389,423,1
1057,580,0
235,313,1
272,407,0
207,105,1
775,109,0
462,70,1
103,378,0
644,43,1
678,808,0
207,178,1
439,697,0
37,110,1
524,303,0
328,100,1
270,493,0
918,86,1
676,624,0
845,71,1
340,641,0
334,83,1
428,221,0
214,7,1
914,407,0
519,86,1
210,299,0
218,113,1
714,641,0
244,45,1
470,839,0
297,52,1
865,392,0
20,194,1
591,64,0
451,113,1
600,601,0
282,283,1
691,508,0
388,169,1
135,182,0
338,224,1
654,312,0
306,305,1
564,434,0
473,286,1
530,334,0
92,543,1
818,486,0
1022,141,1
517,25,0
235,511,1
193,680,0
338,24,1
860,437,0
518,115,1
883,848,0
529,100,1
291,678,0
174,81,1
830,305,0
971,143,1
305,650,0
388,355,1
728,451,0
337,212,1
1021,185,0
193,20,1
671,464,0
192,277,1
371,793,0
245,619,1
242,404,0
338,61,1
633,123,0
362,15,1
210,655,0
269,420,1
66,820,0
523,17,1
284,820,0
423,283,1
947,468,0
16,12,1
551,201,0
253,300,1
292,422,0
567,81,1
643,687,0
187,144,1
790,272,0
322,277,1
776,12,0
228,96,1
735,618,0
1052,43,1
806,683,0
473,605,1
244,264,0
339,110,1
40,157,0
119,43,1
762,206,0
473,407,1
682,698,0
523,19,1
389,345,0
277,21,1
734,455,0
460,100,1
993,457,0
303,42,1
204,167,0
646,31,1
768,712,0
367,48,1
17,734,0
269,351,1
960,628,0
312,132,1
677,170,0
896,122,1
174,184,0
660,445,1
289,609,0
293,21,1
1003,647,0
437,15,1
739,640,0
392,70,1
1010,606,0
243,212,1
890,805,0
207,411,1
126,226,0
373,318,1
899,586,0
140,43,1
70,387,0
477,315,1
825,41,0
182,171,1
391,566,0
305,70,1
88,158,0
246,617,1
511,74,0
72,105,1
924,842,0
306,275,1
950,753,0
317,445,1
139,557,0
410,56,1
180,740,0
33,100,1
619,7,0
201,12,1
553,795,0
957,154,1
998,785,0
564,122,1
1005,284,0
200,770,1
187,770,0
350,238,1
149,468,0
95,472,1
600,645,0
700,145,1
798,796,0
653,274,1
553,315,0
82,45,1
406,727,0
303,437,1
32,259,0
474,461,1
459,148,0
718,245,1
273,695,0
314,268,1
674,104,0
637,16,1
329,443,0
904,71,1
55,165,0
879,122,1
241,502,0
884,14,1
607,45,0
33,84,1
170,465,0
303,424,1
795,478,0
232,159,1
1047,413,0
223,91,1
386,488,0
296,156,1
90,808,0
380,283,1
545,126,0
507,60,1
65,198,0
302,228,1
380,437,0
536,504,1
318,209,0
928,113,1
218,662,0
758,16,1
6,399,0
306,113,1
718,71,0
259,33,1
997,127,0
295,16,1
339,111,0
91,315,1
485,613,0
7,16,1
928,393,0
873,254,1
691,460,0
709,381,1
932,843,0
74,77,1
220,672,0
277,6,1
111,527,0
184,50,1
89,174,0
17,31,1
892,530,0
370,100,1
435,62,0
359,656,1
262,660,0
94,252,1
564,794,0
434,43,1
351,357,0
369,78,1
782,511,0
638,818,1
394,154,0
467,209,1
685,552,0
239,153,1
261,56,0
470,12,1
822,496,0
721,115,1
257,118,0
1057,186,1
789,573,0
389,754,1
11,370,0
959,419,1
45,495,0
15,154,1
638,544,0
174,244,1
816,412,0
228,273,1
955,480,0
735,274,1
769,80,0
345,532,1
636,821,0
464,89,1
575,257,0
951,408,1
491,483,0
336,154,1
820,594,0
198,505,1
292,47,0
898,71,1
677,564,0
263,587,1
343,775,0
917,45,1
241,232,0
24,475,1
369,53,0
299,72,1
664,271,0
309,164,1
931,718,0
949,22,1
460,515,0
7,83,1
588,464,0
395,32,1
149,692,0
29,212,1
540,352,0
438,149,1
869,488,0
473,477,1
980,239,0
330,164,1
551,554,0
371,100,1
135,70,0
465,40,1
13,779,0
9,33,1
991,118,0
359,77,1
105,127,0
377,33,1
545,68,0
437,149,1
663,521,0
467,243,1
441,165,0
646,835,1
667,569,0
1035,184,1
956,421,0
338,86,1
359,796,0
19,237,1
367,576,0
37,123,1
158,434,0
235,373,1
1028,716,0
720,154,1
416,805,0
228,223,1
801,144,0
297,77,1
840,252,0
313,295,1
373,33,0
330,22,1
966,226,0
193,158,1
787,558,0
1050,475,1
552,782,0
241,31,1
127,256,0
639,44,1
504,75,0
233,45,1
2,666,0
325,143,1
246,393,0
804,260,1
171,351,0
120,16,1
91,337,0
9,102,1
398,44,0
258,504,1
10,164,0
531,89,1
733,689,0
434,247,1
582,783,0
370,89,1
114,304,0
172,21,1
366,449,0
11,39,1
1033,347,0
228,110,1
130,26,0
92,227,1
697,640,0
371,227,1
630,41,0
6,572,1
677,748,0
319,31,1
238,259,0
208,225,1
495,257,0
16,169,1
955,400,0
208,199,1
681,32,0
475,70,1
522,739,0
230,142,1
37,691,0
483,364,1
961,808,0
505,363,1
1015,14,0
316,152,1
298,232,0
865,110,1
589,427,0
235,551,1
32,650,0
199,126,1
763,416,0
111,89,1
498,422,0
235,132,1
530,781,0
437,140,1
18,56,0
394,611,1
27,480,0
242,16,1
839,564,0
34,168,1
147,158,0
218,60,1
1016,184,0
514,244,1
587,557,0
545,244,1
1037,827,0
740,43,1
303,606,0
16,245,1
381,10,0
95,777,1
780,450,0
317,17,1
63,43,0
331,26,1
501,546,0
71,363,1
925,227,0
375,45,1
322,740,0
204,36,1
851,417,0
316,228,1
191,642,0
523,274,1
874,611,0
904,126,1
1014,669,0
391,287,1
651,40,0
92,89,1
630,547,0
246,61,1
262,529,0
1014,31,1
351,608,0
316,187,1
976,641,0
94,772,1
947,444,0
337,142,1
514,837,0
334,446,1
649,636,0
705,70,1
1021,329,0
461,19,1
101,578,0
216,97,1
140,626,0
639,31,1
9,378,0
334,189,1
127,805,0
257,260,1
960,73,0
16,21,1
684,602,0
1050,740,1
812,677,0
369,116,1
812,339,0
311,90,1
322,783,0
315,31,1
582,221,0
848,235,1
806,824,0
356,97,1
350,588,0
35,35,1
828,243,0
312,48,1
858,451,0
33,126,1
651,380,0
313,44,1
361,605,0
202,48,1
275,99,0
200,94,1
715,200,0
918,279,1
954,753,0
224,86,1
728,597,0
863,8,1
249,783,0
1056,143,1
961,106,0
7,149,1
1016,479,0
242,241,1
231,217,0
729,77,1
702,169,0
13,156,1
82,384,0
473,373,1
445,785,0
345,48,1
579,635,0
704,100,1
76,214,0
251,600,1
181,319,0
242,260,1
895,565,0
216,69,1
561,29,0
78,408,1
975,786,0
537,22,1
944,545,0
230,65,1
597,46,0
232,68,1
649,121,0
571,16,1
653,451,0
280,77,1
686,292,0
353,225,1
940,682,0
422,283,1
734,267,0
735,143,1
581,382,0
190,70,1
398,481,0
787,70,1
869,64,0
1024,287,1
1049,699,0
95,848,1
941,275,0
78,477,1
827,51,0
343,180,1
901,35,0
95,22,1
768,538,0
190,15,1
188,241,0
230,15,1
540,290,0
692,90,1
897,717,0
345,176,1
672,689,0
1034,14,1
260,680,0
200,171,1
144,17,0
926,90,1
880,193,0
928,50,1
649,568,0
180,467,1
1045,504,0
1023,330,1
347,144,0
1023,44,1
56,603,0
310,283,1
467,555,0
234,105,1
152,72,0
337,19,1
33,432,0
918,81,1
473,716,0
366,16,1
428,257,0
228,258,1
1056,519,0
369,177,1
637,476,0
277,19,1
896,10,0
234,83,1
862,666,0
212,235,1
309,571,0
1052,80,1
176,829,0
388,23,1
242,606,0
36,251,1
941,539,0
257,153,1
124,423,0
470,835,1
96,84,0
1055,44,1
530,444,0
183,194,1
912,296,0
254,184,1
277,198,0
247,153,1
63,523,0
124,11,1
362,780,0
362,336,1
326,219,0
265,4,1
970,58,0
302,89,1
242,310,0
694,11,1
281,148,0
322,89,1
942,138,0
321,104,1
620,491,0
339,337,1
47,129,0
563,43,1
908,285,0
37,206,1
360,139,0
196,86,1
433,121,0
725,48,1
115,781,0
646,270,1
273,485,0
316,462,1
261,126,0
924,149,1
934,230,0
107,19,1
1057,460,0
217,342,1
834,164,0
279,260,1
620,330,0
303,70,1
304,256,0
197,387,1
857,583,0
1034,282,1
78,358,0
427,16,1
329,733,0
345,202,1
262,443,0
811,560,1
226,424,0
314,45,1
575,451,0
525,21,1
856,25,0
469,696,1
545,486,0
585,277,1
75,239,0
243,45,1
357,231,0
390,136,1
939,354,0
46,445,1
936,26,0
350,344,1
771,408,0
217,86,1
591,643,0
518,296,1
52,106,0
959,86,1
8,238,0
304,17,1
187,712,0
8,336,1
471,370,0
15,169,1
1057,28,0
212,31,1
685,671,0
299,19,1
450,464,0
390,48,1
554,508,0
145,14,1
46,707,0
475,102,1
60,512,0
199,215,1
466,407,0
473,97,1
353,513,0
701,260,1
925,643,0
316,140,1
886,515,0
182,84,1
49,676,0
703,141,1
812,49,0
644,86,1
330,480,0
704,246,1
1028,797,0
235,78,1
277,785,0
172,35,1
102,286,0
982,21,1
133,153,0
328,31,1
611,76,0
328,28,1
310,284,0
459,88,1
202,560,0
313,565,1
134,636,0
214,44,1
740,377,0
73,105,1
200,162,0
353,20,1
479,308,0
914,592,1
266,208,0
316,844,1
447,433,0
189,171,1
826,22,0
395,806,1
435,631,0
304,781,1
347,651,0
442,31,1
27,437,0
10,297,1
628,726,0
571,115,1
493,583,0
314,153,1
367,503,0
17,344,1
286,456,0
124,658,1
511,593,0
8,287,1
852,122,0
1030,6,1
289,796,0
516,189,1
349,461,0
179,12,1
151,546,0
990,14,1
73,253,0
21,104,1
432,484,0
284,97,1
29,529,0
359,61,1
907,39,0
374,732,1
822,106,0
1055,43,1
891,379,0
465,601,1
668,151,0
296,276,1
95,678,0
5,767,1
930,101,0
434,344,1
728,362,0
197,69,1
97,613,0
316,149,1
168,639,0
284,268,1
799,92,0
695,90,1
52,672,0
462,17,1
316,714,0
306,43,1
198,576,0
1001,212,1
958,205,0
469,364,1
486,404,0
563,70,1
688,89,0
554,103,1
106,682,0
336,298,1
111,453,0
111,15,1
51,515,0
699,198,1
601,333,0
639,778,1
894,358,0
344,598,1
137,482,0
370,189,1
688,663,0
701,491,1
279,622,0
362,496,1
469,240,0
95,262,1
909,844,0
308,101,1
605,603,0
272,351,1
20,361,0
94,31,1
291,182,0
783,791,1
967,48,0
782,43,1
735,786,0
232,91,1
568,615,0
14,39,1
965,53,0
55,74,1
685,603,0
12,70,1
351,450,0
208,260,1
292,284,0
94,45,1
985,80,0
472,104,1
841,619,0
707,102,1
841,69,0
395,72,1
489,826,0
336,19,1
988,221,0
328,44,1
763,162,0
242,110,1
836,21,0
173,193,1
711,243,0
355,6,1
20,345,0
296,275,1
663,201,0
361,158,1
797,689,0
257,5,1
582,413,0
202,354,1
125,383,0
389,140,1
763,824,0
336,56,1
101,219,0
316,97,1
925,41,0
200,77,1
13,4,0
274,72,1
364,799,0
228,88,1
558,699,0
941,145,1
278,349,0
3,189,1
564,456,0
74,45,1
14,619,0
392,16,1
346,9,0
726,22,1
642,329,0
17,45,1
557,340,0
709,100,1
772,693,0
958,727,1
728,558,0
6,100,1
1011,445,0
277,91,1
92,823,0
972,570,1
34,256,0
323,22,1
498,783,0
338,112,1
96,299,0
322,100,1
18,671,0
218,21,1
576,260,0
997,19,1
1042,395,0
360,11,1
952,831,0
395,457,1
254,317,0
7,65,1
1037,104,0
2,457,1
856,249,0
770,30,1
397,470,0
124,86,1
983,509,0
292,582,1
547,440,0
388,364,1
794,495,0
230,251,1
229,121,0
193,495,1
531,2,0
334,98,1
502,19,0
369,760,1
903,343,0
316,1,1
632,723,0
34,30,1
704,723,0
879,45,1
40,701,0
373,145,1
169,674,0
200,187,1
1043,514,0
926,80,1
195,3,0
345,12,1
705,288,0
694,122,1
1022,700,0
1031,32,1
994,550,0
243,19,1
654,774,0
14,19,1
7,337,0
111,12,1
566,766,0
359,355,1
968,376,0
309,113,1
572,358,0
55,42,1
780,729,0
1055,139,1
753,775,0
279,143,1
606,397,0
7,122,1
373,273,0
474,113,1
666,675,0
253,31,1
119,289,0
394,12,1
67,547,0
1052,154,1
861,684,0
200,5,1
745,605,0
308,72,1
859,161,0
644,763,1
738,1,0
233,90,1
1035,551,0
91,532,1
720,673,0
639,139,1
937,250,0
228,177,1
292,331,0
532,457,1
1008,714,0
202,119,1
817,286,0
453,43,1
148,168,0
388,144,1
714,45,0
4,92,1
219,751,0
74,19,1
836,82,0
1031,31,1
703,840,0
181,12,1
794,358,0
255,19,1
14,497,0
347,274,1
445,239,0
473,90,1
264,784,0
451,148,1
355,468,0
356,48,1
693,180,0
394,754,1
370,687,0
1022,56,1
189,61,0
336,143,1
763,489,0
529,43,1
363,35,0
709,103,1
694,485,0
236,436,1
342,127,0
359,56,1
48,223,0
982,90,1
712,464,0
189,45,1
626,172,0
292,112,1
1036,837,0
48,541,1
516,27,0
470,19,1
142,2,0
4,171,1
903,347,0
388,52,1
465,686,0
216,36,1
926,799,0
303,194,1
498,251,0
796,30,1
25,407,0
111,114,1
572,475,0
207,756,1
108,706,0
196,103,1
503,762,0
38,89,1
133,648,0
236,73,1
558,644,0
208,16,1
919,339,0
380,199,1
404,363,0
247,678,1
345,732,0
207,382,1
888,813,0
353,111,1
411,489,0
345,617,1
363,718,0
91,61,1
277,707,0
314,113,1
938,492,0
523,18,1
885,600,0
55,50,1
442,725,0
369,274,1
79,210,0
849,270,1
275,553,0
273,31,1
966,615,0
201,112,1
484,588,0
27,31,1
554,172,0
316,807,1
19,419,0
91,138,1
522,589,0
326,217,1
729,620,0
918,100,1
732,230,0
125,21,1
48,606,0
247,477,1
627,38,0
345,22,1
998,401,0
393,37,1
63,529,0
74,102,1
1025,418,0
406,329,1
765,157,0
338,175,1
234,253,0
141,58,1
645,318,0
202,217,1
427,17,0
572,824,1
287,344,0
338,51,1
263,480,0
585,21,1
591,470,0
473,457,1
775,13,0
704,123,1
54,67,0
228,226,1
810,395,0
242,122,1
522,624,0
437,712,1
1005,527,0
253,339,1
418,166,0
823,90,1
272,591,0
198,355,1
467,443,0
992,597,1
931,327,0
54,154,1
416,275,0
707,12,1
968,224,0
235,75,1
591,7,0
235,796,1
502,813,0
389,187,1
261,496,0
182,52,1
806,790,0
232,56,1
971,788,0
314,685,1
346,24,0
918,30,1
513,285,0
451,95,1
925,106,0
896,16,1
498,446,0
336,436,1
406,609,0
182,295,1
956,634,0
202,61,1
120,684,0
197,63,1
839,165,0
984,445,1
466,160,0
475,812,1
433,299,0
695,31,1
949,813,0
316,143,1
822,307,0
313,260,1
106,193,0
374,46,1
481,319,0
251,15,1
453,365,0
253,12,1
1037,666,0
349,37,1
224,651,0
16,390,1
48,18,0
231,141,1
587,282,0
1034,596,1
301,328,0
1053,48,1
822,64,0
156,31,1
535,434,0
337,123,1
906,644,0
292,198,1
950,187,0
1023,56,1
368,525,0
474,151,1
184,552,0
462,30,1
76,173,0
1,249,1
961,825,0
316,450,1
536,684,0
395,84,1
16,71,0
242,19,1
937,87,0
36,123,1
860,799,0
111,657,1
146,294,0
292,756,1
498,708,0
283,599,1
1039,759,0
1052,151,1
979,476,0
530,219,1
430,167,0
433,145,1
600,661,0
328,447,1
749,458,0
531,275,1
299,281,0
137,38,1
391,720,0
282,147,1
511,392,0
287,419,1
293,478,0
269,55,1
834,728,0
115,445,1
926,48,0
305,110,1
25,243,0
306,479,1
713,304,0
279,18,1
537,97,0
240,619,1
50,508,0
1052,20,1
89,380,0
885,81,1
783,759,0
19,70,1
448,234,0
15,123,1
607,232,0
239,22,1
482,375,0
1028,19,1
140,835,0
214,58,1
130,761,0
326,120,1
994,420,0
37,187,1
624,845,0
794,44,1
924,566,0
14,11,1
740,643,0
707,45,1
748,511,0
14,427,1
921,279,0
381,89,1
66,628,0
95,760,1
493,368,0
724,18,1
448,696,0
318,222,1
731,9,0
254,145,1
795,8,0
13,194,1
973,303,0
388,291,1
361,258,0
356,264,1
577,709,0
455,45,1
160,234,0
534,504,1
829,46,0
171,77,1
437,125,0
353,311,1
124,795,0
1016,544,1
242,449,0
906,187,1
372,63,0
395,543,1
865,52,0
195,21,1
935,225,0
1034,15,1
380,766,0
321,43,1
44,221,0
1023,51,1
341,287,0
234,291,1
919,743,0
1055,302,1
1032,271,0
228,632,1
354,389,0
338,140,1
489,481,0
1035,31,1
597,378,0
247,504,1
1051,336,0
202,150,1
946,635,0
310,467,1
83,393,0
34,104,1
744,124,0
644,186,1
275,626,0
2,141,1
989,745,0
121,351,1
909,266,0
514,100,1
958,135,0
362,45,1
540,357,0
369,60,1
